,komentarz,nie,tak,klasa
215,"inter buce. Prezes Rzepliński organizuje karnawałowy bal Trybunału Konstytucyjnego za 1 mln zł z budżetu państwa. Za  1 mln sędziowie TK odbyli wycieczki po świecie, co powodowało , że nie mieli czasu ( nie bywają w TK bo mają etaty na uczelniach) prowadzić sprawy Trybunału i zaległości są 2 letnie. A 5 milionów zł 30 pracowników TK wydało na prasę , łącznie z prenumeratą Komputer świat. Czyli gazety 1 pracownika TK kosztowały 170000 zł , każdy pracownik miałaby super luksusowy samochód np. Audi A8. Ile ty bucu internetowy wydajesz na gazety ? 50 zł. Czy taka ma być Polska ?",10,7,1
216,"pislam gwalci wszystko i wszystkich- demokracje, konstytucje, wolne media, wszystkich i kazdego z osobna, tylko po to zeby kartofel mniejszy mogl osiagnac orgazm",2,1,1
217,"Słusznie zrobił Kaczyński,zakrywając dłońmi podczas śmiechu spróchniałe,brązowe kołki...",0,2,1
218,Tak właśnie piszą popierający PiS niedouczeni. Pokażcie!,3,0,1
219,"a ja się dziwie ,że takiego barana  jak ty jeszcze  nosi",2,0,1
220,"Szaleńcowi, mściwemu Hitlerkowi, zwanemu Prezesem Jarosławem pokazali zdjęcie nagiej kobiety. To go tak rozbawiło.",3,3,1
221,"@eg0n 
I 1 pln zaliczony za glupi wPIS. Jestem ciekaw czy wy pisowskie trole chociaz  tozumiecie co piszecie.?  Sadzac po waszych wypocinach jestascie tak glupi ze wierzycie nawet w zamach smolenski",32,18,1
222,"Skoro Wałesa był wielokrotnie zamykany przez UB za to że  bo był największym krzykaczem Solidarnisci to logicznie myśląc nie powinien dożyć  poranka , bo skoro gineli zwykli obywatele któży chcieli coś zmienić a taki tfu ... Wałesa zawszy puszczany , czy to nie dziwne , a teczke to pewnie zjadł pies , łykajcie tępaki dalej te bzdury że niby on niewinny , to kłamca i prostak , dał wam wasze sto milionów , pamietam jak to sie wielce chwalił  jakie to koniaczki pił w wiezieniu i ile piwa  dostawał za co ?  KONFIDENT I TYLE",2,1,1
223,"Stary dziadyga, to już mu zwisa gdzie zaprowadzi Polskę i Polaków, bo jego to nie będzie dotyczyć. A ta cała wiernopoddańcza wataha smoleńska dopiero po jakimś czasie się zorientuje jak kaczyńską ich uszukał",1,8,1
224,NIE  WYBORCY  PIS  POCAŁUJCIE NAS  WYBORCÓW  W  DUPASA,4,0,1
225,obciagnięty penis petru zobaczył,2,1,1
226,Teraz media będą mediami jednej partii z aparatczykiem Kurskim na czele i to ma być demokracja?,1,0,1
227,"dębski,,,nie siej propagandy.Najpierw partia oszustow odda to co nakradla,,,konfiskata majatkow,,,potem niemcy oddadza za szkody wojenne ,odczepimy sie od krwiozerczej unii i Polska bedzie miodem i mlekiem plynaca.Dębski  rzad ma czas ,,,dopiero zaczal rzadzic.To nie sraczka ,,,a jak ja masz to idz do szaletu nie na forum,,,moze spotkasz tam Pomaske  z PO.mIALA WROCIC DO PRACY W SZALECIE MIEJSKIM",427,328,1
228,"Panie Schulz niech Pan nie kłamie że obecny rząd wybrała większość Polaków. Na wybory poszła połowa, niech Pan policzy ilu więc głosowało na PiS - zaledwie co piąty Polak. Jak się spojrzy na badania to również co piąty ma IQ poniżej przeciętnej - to by się zgadzało. Normalni nie szli na wybory bo nie mieli na kogo głosować - lepsze to niż bycie tępakiem i głosowanie na PiS, PO czy resztę chlewu. Jest nam wstyd za to co się dzieje i za powrót epoki Gomułki a Pan bezczelnie się z nas śmieje. Nie ma o czym debatować, Polacy sami zrobią porządek z bolszewikami kiedy wyjdą na ulice.",2,0,1
229,"krytyku, przypomnę ci, że nawet Stalin, kiedy mu strach do doooopy zajrzał kazał otwierać cerkwie by pozyskać mięso armatnie",2,3,1
230,",,madry wykorzysta swoje 5 minut a glupi zapitala od rana do nocy"" a co ty tez jestes jak to sie obecnie mowi luskusowa kochanka ??",3,1,1
231,"Panie Kukiz! Po pańskich wypowiedziach odnoszę wrażenie, że ma Pan mózg nadwyrężony zbyt dużymi dawkami alkoholu w przeszłości! Czy jest inaczej?",4,2,1
232,"żenada i tyle. PIS się sam udławi w swoim bagnie... W ogóle to się dziwię co Macierewicz jeszcze robi jako Minister, przecież dawno przekroczył wiek emerytalny wg ich pomysłu dawno powinien w domu siedzieć, albo w kościele ;)",6,1,1
233,DLA  WAS PSIÓRY WSZYSCY SA ALBO ŻYDZI ALBO W NAJGORSZYM WYPADKU MIERNOTY....ZAL MI WAS A TYCH CO PISZA CHCIAŁBYSPOTKA TWARZĄ W TWARZ ZOBACZYC JACY Z WAS ERUDYCI.....,2,1,1
234,pisowskie śmieci robią porzadki w TVP,6,1,1
235,"zaraz pisowscy hejterzy będą ujadać, ale jak zwykle do żaden z nich do pięt nie dorasta Lewickiej.
ale dalej możecie ujadać, o wolność słowa walczyliśmy.",7,2,1
236,faktycznie pani stara rura która prowadzi wiadomośći tryska młodością intyligencja i bezstronnością oto przyszłość polskiej telewizji jeden układ zamienił drugi układ oto całą zmiana a młodzi dalej na lodzie ale jak se zagłosowali tak se wybrali i tak będą mieli ale jeszcze tylko 3 i pół roku,8,4,1
237,Przecież na zdjeciu to on ziewa=redaktorku jak żeś ślepy to załóż okulary i nie pisz głupot i nie kłam w żywe oczy.,3,5,1
238,KOCHANA PANI SZYDLO !  Po wygranej PiS - u  znow   po 25 latach . Wstapila w Narod Polski Nadzieja  ze Polska moze byc Polakow i dala Polakow  ! A nie niemiecko pasozydniczo ruskich PO-wcow  = PRL-owcow . Polska dla Polakow .,33,12,1
239,"z czego się ku..a cieszycie , z tego żeście są pionkami w psychopatycznej grze Kaczora?",5,4,1
240,Na pewno kwicznie prosiaków bez koryta!,2,1,1
241,"""ajmar"" - A Tobie co znów z jakimiś banderowcami ""odbiło""????",1,0,1
242,Jestes daltonista.Wroble nie sa szare.,0,1,1
243,"Krytykować działania polityczne polskiego rządu mogą tylko Polacy, a nie jakiś zapluty szulc. Odezwał się przedstawiciel rasy panów. Już w 1939 r. uczyliście nas jak ma wyglądać demokracja. Pilnujcie sobie waszych kobiet a nie naszej demokracji!!!!!!!!!!!",521,341,1
244,"TY ZAKUTY ŁBIE WBIJ SOBIE DO PUSTEGO ŁBA; Z KACZOREM I TYLKO Z NIM, PIS BYŁ JEDYNĄ, TWARDĄ ALTERNATYWĄ NA PRZERZARTĄ ZŁODZIEJSTWEM SITWĘ PLATWORMIANĄ !!! PETRU TO TYLKO NOWY CWANIACZEK NA POLITYCZNYM RYNKU, DLA KTÓREGO RACJĄ STANU JEST BANK I JEGO BOGACI CHLEBODAWCY !!! PIS ZAWSZE MIAŁ STAŁY, TWARDY ELEKTORAT, KTÓRY ROŚNIE, NIE MALEJE TŁUMOKU, PO TYM CO WYPRAWIAŁA MAFIA TUSKA, NIKT INTELIGENTNY I UCZCIWY NIE PÓJDZIE ZA KOLEJNYMI KAMELEONAMI, TYPU; PETRU, LIS I TYM PODOBNI  NACIĄGACZE !!! KPW ? CI TO DOPIERO CIĘ W WAŁA ROBIĄ A TY GŁUPOLU NAWET TEGO ŁAPIESZ... TY JAŚNIE OŚWIECONY PUSTAKU !",12,11,1
245,teraz beda walic k...nia stojac za szyba basenu,53,27,1
246,Zobaczył własne uzębienie i szydło wystające z..........:),0,1,1
247,SZKODA ZE SIE NIE ROZPUCKNAL.JUZ BYLBY SDPOKOJ,0,5,1
248,Teraz chapać będzie PiS. Pewnie już się cieszysz. Twoi będą teraz górą. Fajne co ??????,2,0,1
249,"No ludzie nie wytrzymam!!!!! Osądzić Rudego za zdradę ojczyzny!!!!!!!!!! To nie wiesz facet, że POlegliście sromotnie w demokratycznych wyborach w niepodległej Polsce??????",16,8,1
250,"A przecież ci imigranci przenoszą choroby,wszy ,pchły sepsę...W takim basenie nie wolno nikomu więcej się kąpać!
To nie obraza ale  prawda!",82,57,1
251,Oj Miriam Miriam pomolestował bym Cię!..,3,0,1
252,"Fenomen elektoratu pislamu to tzw manipulacja psychologiczna zwana ""niską piłką"". Odsyłam do Wikipedii. Ogólnie chodzi o to ze ludzie nie lubią być oszukiwani i na pewno się do tego nie przyznają. Chwytają "" nisko rzuconą piłkę"" (czytaj wyborcze obietnice, populistyczne hasła itd) potem rzucający wycofuje się z obietnic, wywraca wszystko ogonem a chwytającemu jest się juz głupio przyznać ze go zrobiono w balona więc brnie ślepo dalej....",3,1,1
253,"Szkoda,ze nie pękł byłby juz spokój.A mnie sie wydaje,ze zrobił kupę i smród mu przeszkadza nawet nikogo obok niego niema oprócz ulozonego terlickiego.",1,4,1
254,A czego można spodziewać się po folksdojczu i zdrajcy ?,1189,143,1
255,Juz wczoraj pilismy szampana.Mialam dosc tych wykrzywionych grymasem geb gdy rozmawiali z kims kogo akurat nie lubili. Alleluja i do przodu.,3,2,1
256,Szkoda ze nie pękł ze śmiechu.,5,11,1
257,Czemu chcesz walic pania prezydentowa Dude?,1,0,1
258,Na wp wypowiadają się sami wielbiciele PO PSL. Same w du....włazy !,1,0,1
259,"Kur..a a co kogo obchodzi co mówi islam , bydło przyjechało do europy i ma obowiązek przestrzegania tutejszego prawa , nie podoba się to na pontony i spierda..ać z powrotem kozy je...ać.",0,148,1
260,"CBOS i wszystko jasne..panstwowa ""mierzalnia poparcia"" pierniczy bzdury..pisory sa na dnie, poza stalym elektoratem (ca 30proc) sa juz goli, tak naprawde. CBOS tego nie zagluszy. Nie rajcujcie sie pisorki bo wladza i z was robi łosi.",6,2,1
261,HOMOJARKA DOSTAŁA ORGAZMU PROSTATY,2,2,1
262,szambo faszystowskie za publiczne pieniądze,9,3,1
263,"Jeszcze nie protestuje PIS że sondaz sfałszowany. No bo jak moze 30%- rządzic 70%. Dodatkowo nafaszerowani rosnacymi % pełni buty, nadęci i chamscy prędzej pękna jak nadmuchany balon",6,3,1
264,"dali mu tablet do zabawy i zastrzyk z głupiego jasia,ciekawe jaki komiks mu wpięli aby go rozbawić ? Dziecinnieje gamoń na starość.",1,2,1
265,ależ on ku.wa brzydki...,4,11,1
266,obyś się nie zesrał ze strachu,1,2,1
267,angela wiedziała co robiła sprowadzając imigrantów bo nikt inny by niemki nie ruszył,1,0,1
268,DLA  WAS PSIÓRY WSZYSCY SA ALBO ŻYDZI ALBO W NAJGORSZYM WYPADKU MIERNOTY....ZAL MI WAS A TYCH CO PISZA CHCIAŁBYSPOTKA TWARZĄ W TWARZ ZOBACZYC JACY Z WAS ERUDYCI.....,2,0,1
269,"w przypadku wesli56 wiek nie pomaga, do końca pozostanie głupi i głuchy ha ha ha",1,4,1
270,"Jako przyszły więzień z dożywociem za zdradę i Smoleńsk, walczy jak lew opluwając Polskę",12,7,1
271,"Zdrajca, zdrajca po trzykroć Zdrajca!!!",13,5,1
272,bo tyś cham większej wody paryżolu,1,0,1
273,szkoda że Jarek nie polecial z Lechem,8,5,1
274,ale passacika byś chciał tłuku,5,0,1
275,"Nienawidzę tej dziennikarki, jest tak stronnicza, że nie sposób nie zauważyć. Dobrze ze odchodzi a jej nazwisko do niej idealnie pasuje.",1,0,1
276,"A mi  się z  was  śmiać, po  tych  waszych  żałosnych  komentarzach. Większość  z  was  potrafi  tylko  krytykować siedząc  i  pierdząc w  stołek nic nie robiąc.",4,2,1
277,To pokazuje poziom polskie polityki. To są dzieci z downem.,0,5,1
278,"łoooo faktycznie salwa pffffffffffffffff, nic nadzwyczajnego,  dzienikarzyna za 5 zł",1,0,1
279,"obłąkany człowiek z byle czego się cieszy,w myśl zasady dajcie mi władzę a ja
was urządzę i ciemny lud urządza!!!",3,11,1
280,radek wrzucił na yt. filmik jak robi loda Obamie,1,2,1
281,"pierdu,pierdu karuzela. pislam nie spełnia wyborczych obietnic i za to coraz bardziej ludzie ich uwielbiają",11,4,1
282,"Krótko-Polska dała d.....   demokracji NI MA-trybunał jest  unieszkodliwiony,mendy RTVP---przejęte  a co działa dobrze durna propaganda pisiorów",2,0,1
283,Ale bzdury !! ile wam płaca w pisie za takie bzdury ?!!!!,2,1,1
284,Nowoczesna 22 % ????  Taki hu.,762,519,1
285,"Ależ pierdy. Ile dostał za wybielanie czarnego? Bo dla mnie jasła Bóg Honor Ojczyzna są Obce, Honor i Ojczyzna to są wartości uniwersalne. Boga w to mieszać nie należy. Zresztą nawet wszyscy zdrajcy włącznie z dostojnikami naszego kościoła doprowadzając do rozbiorów państwa też używali tych samy słów. Honor i Ojczyzna mają prawdziwą wartość, Bóg na przedzie robi z tego tylko czysty slogan.",8,7,1
286,"żegnaj pasztecie, fly by Air Israel",2,1,1
287,"Dal muswojego tableta bo onan sam nie potrafi sie tym poslugiwac, to ciemniak zalil sie ze musi dalej uzywac jako podnietke ta stara okladke z Bardotka bo tabletu nie ma opanowanego",4,1,1
288,do siebie won upańcu.,0,1,1
289,"Protestują przeciw napływowi imigrantów, nie chcemy muzułmanów-krzyczą, a palą kukłę Żyda. Żydzi walczą od dziesięcioleci z Arabam/muzułmanami.
Trzeba być TĘPYM narodowcem żeby tak się wygłupić",7,2,1
290,Tiaaa... Świetny tekst dla... Targowiczan spod znaku NOWOCZESANEJ PRL i POs.ańców,3,1,1
291,Aleś ty głupi,23,22,1
292,"ale boli ... ujadajcie dalej kwi, kwi, kwi",1,0,1
293,Od niej powinni zaczac:) to taka opetana persona ze tv  trwam powinna z nia reality show zrobic cos w stylu egzorcyzmow na zywo a prowadzacym moze Miszczak z tvn. Albo ten z mucha ze strefy szabanaście.,4,3,1
294,"Na co takie wpisy,że się śmieje że pierdną,wy już naprawdę nie macie co pisać,Wp spada na psy",14,26,1
295,"Bo polacy to zacofane chlopki roztropki, wasate i pijane  Mariany na lotniskach smierdzace Warsem i w sweterkach w serek, dla ktorych jedyna rozrywka po robocie jest wypicie kilku tanich vip-ow z biedronki, obzarcie sie w swieta i ogladanie kevina. Smutne i zalosne ale prawdziwe",25,13,1
296,kaczyński śmieje się jakby koń szczxał na blachę,0,1,1
297,"Ku.... teraz znowu ZERO zajmie się rozwiązywaniem afer których nie ma, kaczka zmieni ordynacje tak ze zawsze będą wygrywać do tego mianuje się naczelnikiem Rzeczypospolitej .",4,3,1
298,"zgadzam się w pełni, ale wciąż kwiczą i kwiczą",7,14,1
299,Pan Gliński również na szczaw.,6,1,1
300,tusk mowi..o zamierzonym celu...jasniej zdrajco..,10,5,1
301,Z D R A J C A !!!!!!!!!!!,15,8,1
302,No i nara stara betonowa raszplo - hehe - poległam w tak znakomitym gronie ;),1,0,1
303,"Sam się zgłoś,będziesz piał z zachwytu i dopiero bedziesz miał wytrzeszcz.Baran zawsze będzie baranem",7,3,1
304,"no i co z tego, świńskie ryje  ?",1,0,1
305,Wielowsiowa rezygnuje z TVP . Jaka ulga ze tej S.....i nie bedę oglądał.,5,4,1
306,"Szkoda, że ta mała małpa naprawdę nie pękła że śmiechu. Było by to dobrodziejstwem dla nas wszystkich.",2,6,1
307,"Płynie tu jak zwykle pisowski ściek. Nie lubicie Wielowiejskiej czy Kraski? No to będziecie mieli  statywy do mikrofonu rodem z Torunia, gdzie Kaczor tokuje przez 40 minut a pytania  są   typu: Dlaczego ma pan rację? Lubicie tvp  liżydup pisowskich? ja nie  -  i  juz nie oglądam wiadomości i tvp info. Jak w stanie wojennym zresztą.",15,11,1
308,"Stary pierd! Tak długo jak Polska się takich z polityki nie pozbędzie, tak długo ten kraj będzie zapadłą średniowieczną dziurą.",8,6,1
309,Czerwony dyspozycyjny dziennikarzyno. Daj im szanse i potem pisz wypociny.,9,8,1
310,Widzowie polsatu to w wiekszosci patologia.,10,9,1
311,"Czytam wpisy tych ""patriotów i katolików "" ,żenada żenada.Jesteście kibolami pisu ile płaci wam ta kreatura.Rydzyk szkoli  takich łachudrów i nierobów .",1,2,1
312,"Oj,gryzłbym jak świeżutki,surowy boczek,szarpałbym zębami jak jehowy za klamkę.Śliczna laleczka.",6,4,1
313,a co na to rysiek pierdu ???,6,5,1
314,Żeby mu sie proteza nie odkleiła z tego śmiechu.,6,9,1
315,Prezes ryje ze śmiechu z tego co udało mu się przeczytać a reszta lizusów karnie też się uśmiecha udając rozbawienie.Stalin jak kichał to reszta dworu robiła w gacie.,0,3,1
316,Przypomniał sobie obietnice złożone ciemnemu ludowiđ Tylko ciemniak mógł głosować na te niedouczone niedojdyđˇđđ,2,6,1
317,Lewicka zasuwaj do koszernej,2,0,1
318,zdrajcaaaa,11,5,1
319,Śmieje się z własnej głupoty !!!!!!,0,0,1
320,"szkoda, że konus nie pękł !",11,6,1
321,obrzydliwiec !!!!!!!!!!!!!!!,2,2,1
322,"PIS rozbiera ruinę , która groziła zawaleniem, a w której żyło się dobrze wszelkiemu łajdactwu. I to łajdactwo ujada i skowycze jak te bakterie w klozecie z pewnej reklamy.",2,3,1
323,co go rozśmieszyło????myślę że własna głupota raczej nie bo nie ma w sobie ani odrobiny zdrowego rozsądku i samokrytycyzmu  więc zostaje tylko jedno śmiech z dziadów niższego sortu - ale ten się naprawdę śmieje kto śmieje się ostatni!!!!,1,3,1
324,zuza!masz coś z deklem!Jest przyjmowany z honorami na świecie?Chyba przez takie buractwo jak ty i tobie POdobni!,1,0,1
325,"A Pawłowicz, Brudziński i jeszcze parę innych osób??????? To są prawdziwe prostaki!!!!!. TW67- czyli Troll z Warszawy????? Tak?",2,0,1
326,Niech bzykają swoje kozy!,1,17,1
327,Nawet poza Polską działa na jej niekorzyść.  Zagorzały zdrajca.,109,4,1
328,Ktoś mu to włączył czy wsadzili lusterko?,3,1,1
329,"To niech nie wraca do POLSKI ,zdrajca jeb..... y ,oni już nigdy nie dojdą do władzy,złodzieje ,sprzedawczyki folksdojcz",10,5,1
330,Pierwsza zydoujadaczka wyborczej na szczaw,2,1,1
331,Katolicyzm to samo zło,3,0,1
332,"W końcu wchodzi w rzycie segregacja śmieci, zdrajców. Godlewska-jeneralska, Lis i lisowa, Sugut, Maślak, i inne pasożyty.",3,1,1
333,"Tak, tak, dlaczego serce rezydenta wybrało panią, która swoje serce ma w Izraelu?",5,2,1
334,Tobie to i psychiatra nie pomoże. Kaczyńskiemu wg was to nawet śmiać się nie wolno bo też krytykujecie. To kto tu jest głupi.,1,6,1
335,"Dębski to agent obcego , wrogiego nam Polsce państwa. Dlatego manipuluje i ogłasza swoje wypociny kwiczącej świnki odsuniętej od koryta.",2,1,1
336,"Nie będę się dostosiwywał do islamu wypie,,,lać",1,26,1
337,Lewacka nie Lewicka...,2,0,1
338,LUDZIE ON MA NAS W DUPIE,13,12,1
339,Zacznij szukać rozum.,1,0,1
340,"Nie interesują NAS obietnice PIS, chcemy aby dorżnąć czerwoną watahę nic więcej, popieramy PIS w 100% !",46,4,1
341,"ech, lemingi... to was też wku.wia PO sromotnej POrażce?!",1,0,1
342,Tego tuska partie PO Palikota petru bronka z WSI dworaka stworzyły komunistyczne służby PRL WSI agentura moskiewska ulokowana w Polsce ten syf PO jest na sznurku byłych UB -kow i na pasku gen.Dukaczewski gen.Czempinski PO petru Palikot to ZARAZA dla Polski,73,39,1
343,"A ja wiem co go wprawia w tak dobry nastrój i z  czego tak się śmieje.Z głupiego polskiego narodu,że dał mu nieograniczoną władzę.Szczerze nie dziwię się mu ,że tak gardzi tym narodem.",2,0,1
344,z ciebie debilko,5,3,1
345,"Zdrajco , zdrajco , zdrajco- po stokroć zdrajco!",13,7,1
346,ten pokemon potrafi sie smiac???,1,0,1
347,Idz i nie waracaj,5,4,1
348,Oni wszyscy powinni się leczyć w PSYCHIATRYKU,0,0,1
349,"I pan prezes był w pracy, za którą dostaje niezłą kasę. Dlaczego bawi się kosztem podatnika ? Wyspowiadaj się nierobie i nie odmów kasy.",3,0,1
350,Ile dostajecie za hejty ?? pisiury.,24,7,1
351,"ciekawe czy UPO-wcy pomyśleli ile w szpitalach leży ludzi i noworodków i że targneli się znów na życie najsłabszych, ale co tu wymagać, w tych sprawach mają sku...syny  doświadczenie",1,2,1
352,no szkoda że nie pękł,0,4,1
353,"p.Dębski jest pytanie, tylko czy będzie p. mógł na nie odpowiedzieć, dla p. to chyba za trudne. Ile dni PIS rządzi ?.",59,33,1
354,i jednak ma poczucie humoru...w przeciwieństwie do was nowocześni POpaprańcy,3,2,1
355,"Są specyficzne  miejsca z mekkimi ścianami, takie w sam raz na terapie dla takich szczerkow, póki nie z późno.",11,11,1
356,dobry nick sobie wybrales bo beton masz we łbie skoro tak piszesz,1,0,1
357,Co za barany....W jakim kraju żyje...Durni ludzie wara od teatru!!!,27,26,1
